200 
12 
0 
182
252
310
1
3.000000 0.000000 -5.000000
2.837512 0.973921 -5.000000
2.367651 1.842343 -5.000000
1.641315 2.511192 -5.000000
0.737182 2.908017 -5.000000
-0.246805 2.989830 -5.000000
-1.204058 2.747771 -5.000000
-2.030881 2.208059 -5.000000
-2.637708 1.429159 -5.000000
-2.958806 0.495445 -5.000000
-2.959391 -0.491938 -5.000000
-2.639400 -1.426031 -5.000000
-2.033496 -2.205650 -5.000000
-1.207314 -2.746342 -5.000000
-0.250349 -2.989536 -5.000000
0.733735 -2.908889 -5.000000
1.638337 -2.513136 -5.000000
2.365466 -1.845148 -5.000000
2.836356 -0.977284 -5.000000
2.999998 -0.003556 -5.000000
3.000000 0.000000 -4.000000
2.837512 0.973921 -4.000000
2.367651 1.842343 -4.000000
1.641315 2.511192 -4.000000
0.737182 2.908017 -4.000000
-0.246805 2.989830 -4.000000
-1.204058 2.747771 -4.000000
-2.030881 2.208059 -4.000000
-2.637708 1.429159 -4.000000
-2.958806 0.495445 -4.000000
-2.959391 -0.491938 -4.000000
-2.639400 -1.426031 -4.000000
-2.033496 -2.205650 -4.000000
-1.207314 -2.746342 -4.000000
-0.250349 -2.989536 -4.000000
0.733735 -2.908889 -4.000000
1.638337 -2.513136 -4.000000
2.365466 -1.845148 -4.000000
2.836356 -0.977284 -4.000000
2.999998 -0.003556 -4.000000
3.000000 0.000000 -3.000000
2.837512 0.973921 -3.000000
2.367651 1.842343 -3.000000
1.641315 2.511192 -3.000000
0.737182 2.908017 -3.000000
-0.246805 2.989830 -3.000000
-1.204058 2.747771 -3.000000
-2.030881 2.208059 -3.000000
-2.637708 1.429159 -3.000000
-2.958806 0.495445 -3.000000
-2.959391 -0.491938 -3.000000
-2.639400 -1.426031 -3.000000
-2.033496 -2.205650 -3.000000
-1.207314 -2.746342 -3.000000
-0.250349 -2.989536 -3.000000
0.733735 -2.908889 -3.000000
1.638337 -2.513136 -3.000000
2.365466 -1.845148 -3.000000
2.836356 -0.977284 -3.000000
2.999998 -0.003556 -3.000000
3.000000 0.000000 -2.000000
2.837512 0.973921 -2.000000
2.367651 1.842343 -2.000000
1.641315 2.511192 -2.000000
0.737182 2.908017 -2.000000
-0.246805 2.989830 -2.000000
-1.204058 2.747771 -2.000000
-2.030881 2.208059 -2.000000
-2.637708 1.429159 -2.000000
-2.958806 0.495445 -2.000000
-2.959391 -0.491938 -2.000000
-2.639400 -1.426031 -2.000000
-2.033496 -2.205650 -2.000000
-1.207314 -2.746342 -2.000000
-0.250349 -2.989536 -2.000000
0.733735 -2.908889 -2.000000
1.638337 -2.513136 -2.000000
2.365466 -1.845148 -2.000000
2.836356 -0.977284 -2.000000
2.999998 -0.003556 -2.000000
3.000000 0.000000 -1.000000
2.837512 0.973921 -1.000000
2.367651 1.842343 -1.000000
1.641315 2.511192 -1.000000
0.737182 2.908017 -1.000000
-0.246805 2.989830 -1.000000
-1.204058 2.747771 -1.000000
-2.030881 2.208059 -1.000000
-2.637708 1.429159 -1.000000
-2.958806 0.495445 -1.000000
-2.959391 -0.491938 -1.000000
-2.639400 -1.426031 -1.000000
-2.033496 -2.205650 -1.000000
-1.207314 -2.746342 -1.000000
-0.250349 -2.989536 -1.000000
0.733735 -2.908889 -1.000000
1.638337 -2.513136 -1.000000
2.365466 -1.845148 -1.000000
2.836356 -0.977284 -1.000000
2.999998 -0.003556 -1.000000
3.000000 0.000000 0.000000
2.837512 0.973921 0.000000
2.367651 1.842343 0.000000
1.641315 2.511192 0.000000
0.737182 2.908017 0.000000
-0.246805 2.989830 0.000000
-1.204058 2.747771 0.000000
-2.030881 2.208059 0.000000
-2.637708 1.429159 0.000000
-2.958806 0.495445 0.000000
-2.959391 -0.491938 0.000000
-2.639400 -1.426031 0.000000
-2.033496 -2.205650 0.000000
-1.207314 -2.746342 0.000000
-0.250349 -2.989536 0.000000
0.733735 -2.908889 0.000000
1.638337 -2.513136 0.000000
2.365466 -1.845148 0.000000
2.836356 -0.977284 0.000000
2.999998 -0.003556 0.000000
3.000000 0.000000 1.000000
2.837512 0.973921 1.000000
2.367651 1.842343 1.000000
1.641315 2.511192 1.000000
0.737182 2.908017 1.000000
-0.246805 2.989830 1.000000
-1.204058 2.747771 1.000000
-2.030881 2.208059 1.000000
-2.637708 1.429159 1.000000
-2.958806 0.495445 1.000000
-2.959391 -0.491938 1.000000
-2.639400 -1.426031 1.000000
-2.033496 -2.205650 1.000000
-1.207314 -2.746342 1.000000
-0.250349 -2.989536 1.000000
0.733735 -2.908889 1.000000
1.638337 -2.513136 1.000000
2.365466 -1.845148 1.000000
2.836356 -0.977284 1.000000
2.999998 -0.003556 1.000000
3.000000 0.000000 2.000000
2.837512 0.973921 2.000000
2.367651 1.842343 2.000000
1.641315 2.511192 2.000000
0.737182 2.908017 2.000000
-0.246805 2.989830 2.000000
-1.204058 2.747771 2.000000
-2.030881 2.208059 2.000000
-2.637708 1.429159 2.000000
-2.958806 0.495445 2.000000
-2.959391 -0.491938 2.000000
-2.639400 -1.426031 2.000000
-2.033496 -2.205650 2.000000
-1.207314 -2.746342 2.000000
-0.250349 -2.989536 2.000000
0.733735 -2.908889 2.000000
1.638337 -2.513136 2.000000
2.365466 -1.845148 2.000000
2.836356 -0.977284 2.000000
2.999998 -0.003556 2.000000
3.000000 0.000000 3.000000
2.837512 0.973921 3.000000
2.367651 1.842343 3.000000
1.641315 2.511192 3.000000
0.737182 2.908017 3.000000
-0.246805 2.989830 3.000000
-1.204058 2.747771 3.000000
-2.030881 2.208059 3.000000
-2.637708 1.429159 3.000000
-2.958806 0.495445 3.000000
-2.959391 -0.491938 3.000000
-2.639400 -1.426031 3.000000
-2.033496 -2.205650 3.000000
-1.207314 -2.746342 3.000000
-0.250349 -2.989536 3.000000
0.733735 -2.908889 3.000000
1.638337 -2.513136 3.000000
2.365466 -1.845148 3.000000
2.836356 -0.977284 3.000000
2.999998 -0.003556 3.000000
3.000000 0.000000 4.000000
2.837512 0.973921 4.000000
2.367651 1.842343 4.000000
1.641315 2.511192 4.000000
0.737182 2.908017 4.000000
-0.246805 2.989830 4.000000
-1.204058 2.747771 4.000000
-2.030881 2.208059 4.000000
-2.637708 1.429159 4.000000
-2.958806 0.495445 4.000000
-2.959391 -0.491938 4.000000
-2.639400 -1.426031 4.000000
-2.033496 -2.205650 4.000000
-1.207314 -2.746342 4.000000
-0.250349 -2.989536 4.000000
0.733735 -2.908889 4.000000
1.638337 -2.513136 4.000000
2.365466 -1.845148 4.000000
2.836356 -0.977284 4.000000
2.999998 -0.003556 4.000000
